,Unnamed: 0.1,Unnamed: 0,Text,Bold/Not,Font Size,Words,Nouns,Verbs,Digits,Punctuations,Enumeration,Text Case,Label
398,398,6802,15) Late Fees and Collection Costs,0.0,9.0,7,3,0,1,0,0,3,1
399,399,2004,2. PAYMENT TERMS,1.0,9.0,4,2,0,1,1,1,1,1
400,400,14137,Duties of TestersDuties of the AT&T personnel involved in the testing services include the following functions:,0.0,12.0,19,8,2,0,0,0,3,0
401,401,10281,"agreement between Demand Partner and a Third Party, or cause Fyberto be in violation of any applicable law or any applicable terms of anyapplication store.",0.0,10.0,27,11,2,0,1,0,3,0
402,402,2546,"FORERUNNER  will  make  all  software  upgrades  available,  including  any  necessary  licensing,from  the  manufacturers  licensing  server.  However,  FORERUNNER  will  be  responsible  fordownloading and applying downloads for CUSTOMER when new software becomes available.",0.0,10.0,37,11,6,0,2,0,3,0
403,403,4745,SECTION 15 Proprietary Rights,1.0,10.0,4,3,0,1,0,0,3,1
404,404,6048,3.1 Voip Unlimited will notify the Reseller of the ECCs as soon as reasonably practicable after the date of the,0.0,10.0,20,5,1,1,0,0,3,0
405,405,4379,SECTION 8 Notices,1.0,11.0,3,2,0,1,0,0,3,1
406,406,12772,of a prudent service provider.,0.0,10.0,6,2,0,0,1,0,2,0
407,407,3889,ARTICLE14 Payments,1.0,11.0,2,2,0,0,0,0,4,1
408,408,924,"Boom Technology, Inc. ",1.0,9.0,5,3,0,0,1,0,4,0
409,409,4335,SECTION 8 NULLITY,1.0,11.0,3,2,0,1,0,0,1,1
410,410,13741,2. Obligation of Customer for Services other than eLearning,1.0,8.0,10,3,1,1,1,1,3,1
411,411,733,6. Confidentiality,1.0,11.0,3,1,0,1,1,1,3,1
412,412,13424,MASTER SERVICE AGREEMENT,1.0,12.0,3,3,0,0,0,0,1,0
413,413,121,14. Chargeback,1.0,9.0,3,1,0,1,1,1,3,1
414,414,1188,MJIPL Mutual NDA ,1.0,8.0,3,3,0,0,0,0,4,0
415,415,264,"7. ISP, Transport, and Hosted Server Services.",1.0,9.0,11,5,0,1,2,1,3,1
416,416,6914,17) Notices,0.0,11.0,3,1,0,1,0,0,3,1
417,417,4576,SECTION 12 General Pricing and Fees,1.0,12.0,6,4,0,1,0,0,3,1
418,418,7005,19) Agreement,0.0,11.0,3,1,0,1,0,0,3,1
419,419,14771,21.1.4 it is either the sole beneï¬cial owner of all Intellectual Property Rights in any work product produced by,0.0,9.0,19,6,2,1,0,0,3,0
420,420,5618,XII. Use of Outside Market,1.0,11.0,6,4,0,0,1,1,3,1
421,421,11072,"a. You may view and print an invoice for Your Account using the administrative control panel made available to You. Onor about the first (1st) day of each month, Company will apply the current monthly charges to Your automated paymentmethod,  the  relevant  information  of  which  You  entered  on  the  billing  information  page  in  the  administrative  controlpanel.  Payment  by  automated  means  includes  any  form  of  automated  payment  accepted  by  Company  from  time  totime, including credit card, debit card, direct debit or other means.b. You must provide Company with valid automated payment information as a condition to receive or use the Services.You  are  responsible  for  and  agree  to  update  Company  with  any  changes  to  Your  billing  and/or  automated  paymentinformation  (e.g.  new  or  updated  credit  card,  credit  card  expiration  date  or  other  payment  account  information).  ",0.0,10.0,148,47,19,1,6,0,3,0
422,422,11486,11.5  Your Data Portability and Deletion,1.0,10.0,6,3,0,1,0,0,3,0
423,423,5761,the Reseller shall ensure that the terms of any such supply to an End User are in writing andare materially on the same terms as the terms of the Contract (except that the End Usershall not have the right to sell any of the Goods or Services itself) including in that theyshall afford Voip Unlimited the same rights against the End User as it may have againstthe Reseller;,0.0,10.0,71,21,8,0,0,0,3,0
424,424,3512,and agreement between the Parties with regard to the subjects of,0.0,10.0,11,4,0,0,0,0,3,0
425,425,17059,has been omitted and ï¬led separately with the Securities and Exchange Commission.,0.0,9.0,13,3,4,0,1,0,3,0
426,426,765,for  veriï¬cation  purposes  in  respect  of  theprogress of dealings with customers and/or theconnected risks.,0.0,10.0,15,7,1,0,1,0,2,0
427,427,2735,16. CONFIDENTIALITY,1.0,9.0,3,1,0,1,1,1,1,1
428,428,16831,$500 per month until FINRA approves your Reg A+ oï¬€ering while collecting investor data. First Full month,0.0,10.0,19,8,3,1,1,0,3,0
429,429,7479,"Contractor software products licensed by County (â€œLicensed Productsâ€) within ten (10)years of contract signing, County may transfer the Licensed Products to the SuccessorProducts, for no additional Independent Contractor license fees. In such event, Countyshall pay the then-current Application Software Maintenance Fees for the SuccessorProducts, in addition to any services and/or third party fees associated with the Successor",0.0,12.0,67,28,5,1,1,0,3,0
430,430,6138,2) Use of Outside Market,1.0,9.0,6,2,0,1,0,0,3,1
431,431,3279,"Hub-to-Central Oï¬€ice Colo DS3, OC3, OC12, OC48",0.0,10.0,10,6,0,0,0,0,4,0
432,432,1581,In  accordance  with  the  terms  of  the  above-referenced  Master  Services,0.0,11.0,10,4,0,0,0,0,3,0
433,433,1801,1. License and Core Services.,1.0,10.0,7,3,0,1,2,1,3,1
434,434,2871,18. Notices,1.0,12.0,3,1,0,1,1,1,3,1
435,435,5768,XV. Termination Liability,1.0,11.0,4,3,0,0,1,1,4,1
436,436,7466,16.0 Source Code,1.0,12.0,3,2,0,1,0,1,3,1
437,437,15053,GREEMENT  SHALL  CONTINUE  IN  FULL  FORCE  AND  EFFECT  UNTIL  THETERMINATION OF THE SERVICE CONTRACT,0.0,8.0,14,13,0,0,0,0,1,0
438,438,2812,17. Definitions,1.0,10.0,3,1,0,1,1,1,3,1
439,439,15168,"breach, Company may in its sole discretion choose to provide notice of the breach and an opportunity to cure. If the Company givesthis opportunity to cure, and the Customer so cures, the Company shall promptly restore the Services.",0.0,10.0,43,14,4,0,2,0,3,0
440,440,2144,4. Relationship of Parties,1.0,12.0,5,2,0,1,1,1,3,1
441,441,17419,"10.3. Termination for Cause. Fyber may suspend Demand Partnerâ€™s access to and use of allor any part of the Service immediately, with or without notice, if Fyber believes in goodfaith that Demand Partner materially breached any part of this Agreement. Fyber mayterminate this Agreement (a) for any curable breach, if Demand Partner fails to curesuch breach within ï¬ve (5) business days after receiving written (email suï¬ƒcing) noticeof  such  breach;  and  (b)  for  any  incurable  breach,  immediately  upon  written  (emailsuï¬ƒcing)  notice  to  Demand  Partner.  Demand  Partner  may  terminate  the  Agreement",0.0,10.0,108,37,10,2,4,1,3,0
442,442,1863,"placement  of  the  relevant  Order.  In  regard  to  Colocation  orders,  Colocation  customers  will  continue  to  beinvoiced  until  they  arrange  with  the  Provider  for  their  equipment  to  be  removed  from  the  Providerdatacenter(s),  regardless  as  to  whether  the  Customer  is  still  utilizing  Provider  services  or  whether  theCustomer wants their equipment disposed of or returned to them.",0.0,10.0,61,16,10,0,2,0,3,0
443,443,6934,18) NOTIFICATIONS,0.0,10.0,3,1,0,1,0,0,1,1
444,444,11531,12.13  Severability,1.0,10.0,2,1,0,1,0,0,3,0
445,445,484,Reporting - Where applicable and/or requested as part of the Task Order The Service Provider will provide updates on the status of any task at hand ,0.0,11.0,26,10,3,0,0,0,3,0
446,446,10602,11.8.1  A  person  who  is  not  a  party  to  the  Agreement  has  no  right  under  theContracts  (Rights  of  Third  Parties)  Act  1999  to  enforce  any  part  of  theAgreement.  This  shall  not  aï¬€ect  any  right  or  remedy  of  a  third  party  whichexists or is available apart from that Act.,0.0,10.0,52,16,5,2,2,0,3,0
447,447,3375,"(b) A Service Outage shall begin (except with regard to a Transmission Problem, for which, seethe next-to-last sentence of the paragraph) upon the earlier of Sellerâ€™s actual knowledge of theService Outage or Sellerâ€™s receipt of notice from Buyer of the Service Outage and shall endupon the correction of the loss of service or the correction of the Transmission Problems asset forth above. In order to determine whether a Transmission Problem exists, Buyer shall berequired  to  request  and  authorize  an  intrusive  test  to  be  taken  of  the  applicable  circuit;provided  an  intrusive  test  shall  not  be  required  to  the  extent  that  Seller  has  installedequipment  that  is  capable  of  monitoring  such  Transmission  Problems  on  an  ongoing  basiswithout the need for an intrusive test. The Parties",0.0,10.0,133,41,17,0,2,0,3,0
448,448,13815,18. Entire Agreement. ,1.0,8.0,5,2,0,1,2,1,3,1
449,449,17575,16. Miscellaneous.,1.0,10.0,4,1,0,1,2,1,3,1
450,450,2880,19. CHANGES,1.0,11.0,3,1,0,1,1,1,1,1
451,451,6733,The Contractor may direct the Subcontractor to uncover portions of the,0.0,11.0,11,3,2,0,0,0,3,0
452,452,6871,16) Non-Solicitation,0.0,9.0,3,1,0,1,0,0,3,1
453,453,12809,6.  Governing Law and Dispute Resolution,1.0,10.0,7,3,1,1,1,1,3,0
454,454,366,"3 FLOOR SPACE, CONDUIT ACCESS, AND ELECTRICAL POWER:",0.0,8.0,11,7,0,1,0,0,1,1
455,455,13926,5. Performance Penalties,1.0,14.0,4,2,0,1,1,1,3,1
456,456,4178,SECTION 5 NOTIFICATIONS,1.0,11.0,3,2,0,1,0,0,1,1
457,457,14181,"AT&T and OIT will negotiate an Operations Guide that will detail all of the service aspects of the INOC. Itwill  include  all  procedures  for  handling  trouble  calls,  testing,  providing  trouble  status  to  customers,escalation, reports, etc. This guide will be updated as processes change but does not require an amendmentto this Service Attachment.",0.0,12.0,63,22,11,0,3,0,3,0
458,458,17766,")  thatgovern  users,  including  Experts,  are  available  at  www.directly.com/legal.  Directly  agrees  tomaintain  in  its  Terms  provisions  that  substantively  provide  the  following:  (a)  a  prohibitionon  the  Expert  engaging  in  harassing  or  oï¬€ensive  conduct;  (b)  provisions  that  the  Expert  isresponsible  for,  and  will  indemnify  and  hold  harmless  Directly  and  Customer  for  ExpertContent;  (c)  a  limitation  on  liability;  (d)  a  statement  that  Customer  is  a  third-partybeneï¬ciary  of  the  Terms;  (e)  a  statement  that  the  Expert  assigns  all  his  or  her  intellectualproperty rights in the Expert Content to Directly (and Directly may sublicense and/or assign",0.0,11.0,111,36,10,0,1,0,3,0
459,459,15729,that fully outlines all of the tasks required to achieve the deliverables],0.0,11.0,13,2,4,0,0,0,2,0
460,460,9797,"21.3  LICENSOR  shall  have  the  right  to  assign  this  Agreement  and  to  assign  its  rights  anddelegate  its  obligations  and  liabilities  under  this  Agreement,  either  in  whole  or  in  part,  to  any  party.LICENSOR shall provide notice to LICENSEE as soon as possible of any assignment under this Section.",0.0,10.0,50,12,5,1,1,0,3,0
461,461,2135,4. Arbitration; Waiver of Jury Trial,1.0,11.0,8,4,0,1,1,1,3,1
462,462,6604,11) General Pricing and Fees,0.0,12.0,6,3,0,1,0,0,3,1
463,463,1624,"2. GENERAL SCOPE, ORDERS, FEES AND PAYMENT",1.0,9.0,10,6,0,1,1,1,1,1
464,464,4255,SECTION 6 Authorized Use,1.0,12.0,4,3,0,1,0,0,3,1
465,465,12504,Indemnifying Party,1.0,10.0,2,1,1,0,0,0,4,0
466,466,5407,VIII. Miscellaneous Provisions,1.0,10.0,4,2,0,0,1,1,4,1
467,467,6708,The Subcontractor warrants that all materials and equipment furnished under,0.0,11.0,10,4,1,0,0,0,3,0
468,468,14545,3.1 Customer shall express an interest in a service provided by bluesource;,0.0,9.0,13,4,2,1,0,0,3,0
469,469,3301,ARTICLE3 WARRANTIES,1.0,12.0,2,2,0,0,0,0,1,1
470,470,4618,SECTION 13 Late Fees and Collection Costs,1.0,11.0,7,3,0,1,0,0,3,1
471,471,5529,Voip  Unlimited  shall  supply  the  Services  to  the  Reseller  or  to  any  End  User  on  behalf  of  the  Reseller  wheredirected to do so by the Reseller in accordance with the specification set out in the Service Order Form inall material respects and on the terms of the Service Documents.,0.0,10.0,50,18,5,0,1,0,3,0
472,472,4865,SECTION 18 TERMINATION AND RENEWAL,1.0,12.0,5,4,0,1,0,0,1,1
473,473,10195,10. Abandoned PET Procedure,1.0,8.0,5,2,1,1,1,1,3,1
474,474,5054,26. INVOICES,1.0,9.0,1,1,0,1,1,1,1,1
475,475,15787,Grand Total,1.0,11.0,2,2,0,0,0,0,4,0
476,476,1535,12. TERMINATION BY CLIENT.,0.0,10.0,6,3,0,1,2,1,1,1
477,477,3016,"$500,000 Bodily Injury by Accident â€“ Each Accident",0.0,12.0,9,5,0,1,0,0,3,0
478,478,3147,12. Document proper startup per specifications and Construction Documents.13. Perform functional and systems performance testing.14. Create and manage the Commissioning Issue log. Manage all issues to final resolution.15. Perform retests to confirm issue resolution.16.  Verify  and  approve  all  Testing  And  Balancing  readings  by  spot  testing  reading,0.0,12.0,52,26,4,1,6,1,3,0
479,479,3190,"To  the  fullest  extent  allowed  by  Applicable  Law,  Ownershall  be  the  absolute  and  unqualified  owner  of  the  Instruments  of  Service  for  the  Project,including  all  drawings,  preliminary  layouts,  record  drawings,  sketches  and  other  documentsprepared  and  to  be  prepared  pursuant  to  this  Agreement  by  the  Consultant  and  itssubconsultants,  upon  payment  by  Owner  for  the  respective  Instruments  of  Service  inaccordance  with  the  terms  of  this  Agreement,  with  the  same  force  and  effect  as  if  Ownerprepared same, and Consultant hereby assigns, conveys and grants all such rights to Owner,including all copyrights with respect thereto. Upon Owner&#x27;s request, all completed or partiallycompleted reproducible, preliminary layouts, record drawings, live digital files, sketches andother documents prepared pursuant to this Agreement shall be delivered to Owner when and ifthis Agreement is terminated or upon completion of this Agreement, whichever occurs first. Insuch event, the Consultant may retain one (1) set of reproducible copies of such documentsand such copies shall be for the Consultant&#x27;s sole use in preparation of studies or reports forOwner only.",0.0,12.0,199,62,17,2,3,0,3,0
480,480,15076,OMPANY  SUBSEQUENT  TO  THE  EXECUTION  OF  THE  ORIGINAL ,0.0,8.0,8,7,0,0,0,0,1,0
481,481,2024,2. Termination Liability,1.0,9.0,4,2,0,1,1,1,3,1
482,482,4247,SECTION 6 SURVIVABILITY,1.0,11.0,3,2,0,1,0,0,1,1
483,483,810,IV. Professional Service.,0.0,11.0,5,3,0,0,2,1,4,1
484,484,110,5 ADDITIONAL SERVICES PURCHASED ON A TIME AND MATERIAL,1.0,8.0,9,8,0,1,0,0,1,1
485,485,279,23. Entire Agreement.,1.0,9.0,5,2,0,1,2,1,3,1
486,486,15452,11.  TAXES AND CLAIMS,1.0,8.0,5,2,0,1,1,1,1,1
487,487,15663,SCHEDULE I ADDITIONAL TERMS,1.0,11.0,4,2,1,0,0,0,1,1
488,488,18462,10(C)(3). ,1.0,12.0,8,1,0,2,1,0,1,0
489,489,1935,The  captions  in  this  Agreement  and  each  Order  are  for  convenience  only  and  shall  not  be,0.0,10.0,16,4,2,0,0,0,3,0
490,490,11963,"18.2 bluesource shall, to the extent that it can do so lawfully and without prejudice to its own position, endeavour totake all reasonable steps with a view to mitigating any Losses suï¬€ered by it in relation to activities carried outpursuant to this Agreement.",0.0,9.0,46,10,5,1,1,0,3,0
491,491,12261,"tools,  programs,  designs,  processes,  formulas, ",0.0,12.0,10,5,0,0,0,0,2,0
492,492,12603,"privacy,  and  any  other  personal  right,  right  of  attribution,  or  integrity;  or  any  other  intellectual  or  industrialproperty right anywhere in the world, whether under statutory law, common law, or otherwise.",0.0,10.0,38,9,0,0,1,0,2,0
493,493,2164,5. NOTICES,1.0,9.0,3,1,0,1,1,1,1,1
494,494,270,13. Hosted Server Services.,1.0,9.0,6,2,1,1,2,1,3,1
495,495,15616,"consequential  damages  and  reasonable  attorneysâ€™  fees,  whether  incurred  at  the  investigative,  trial  or  appellate  level  orotherwise) incurred by any Indemnitee or asserted against any Indemnitee by any third party or by Contractor arising outof, in connection with, or as a result of this Agreement, any failure by Contractor to fully perform its obligations underthis Agreement or any breach by Contractor of any of its representations and warranties under this Agreement, providedthat such indemnity will not, as to any Indemnitee, be available to the extent that such losses, claims, damages, liabilitiesor related expenses resulted from the gross negligence or willful misconduct of such Indemnitee.",0.0,11.0,116,35,8,0,1,0,3,0
496,496,4486,SECTION 11 RECITALS,1.0,11.0,3,2,0,1,0,0,1,1
497,497,51,Subscription Term,1.0,8.0,2,2,0,0,0,0,4,0
498,498,1411,"normal operation of the Services, Service Providerâ€™s facility, or access to or integrity of Customer data(e.g., hacker or virus attack);",0.0,11.0,27,12,0,0,0,0,3,0
499,499,6737,14) TERMINATION AND RENEWAL,0.0,9.0,5,2,0,1,0,0,1,1
500,500,842,6. CONFIDENTIALITY,1.0,10.0,3,1,0,1,1,1,1,1
501,501,2336,8. Termination Liability,1.0,11.0,4,2,0,1,1,1,3,1
502,502,7521,"than One Million Dollars ($2,000,000) per occurrence/Two Million Dollars",0.0,12.0,12,5,0,2,0,0,3,0
503,503,6067,1) SURVIVABILITY,1.0,10.0,3,1,0,1,0,0,1,1
504,504,6371,"if access to the internet is not provided by Voip Unlimited, then the line over which the service runs must",0.0,10.0,21,6,3,0,0,0,3,0
505,505,13052,"especially Women and Children, supplementing the UN Convention against Transnational Organized Crime)during the period of this Contract;",0.0,11.0,21,9,1,0,0,0,3,0
506,506,9882,5. Option to License Additional Strands of Dark Fiber: LICENSEE shall have the option forthe Initial Term of this Service Order to license up to four (4) additional strands of ï¬beroptic cable on all routes and segments included in this Service Order and all otherLICENSOR routes and segments at a monthly recurring charge of $100 per ï¬ber mile.,0.0,11.0,64,22,4,4,2,1,3,0
507,507,1953,"A. Supplier shall provide written notice to RTI of any litigation that relates to the services directly or indirectly ï¬nancedunder  this  Agreement  or  Subcontract/Subaward/Contract,  or  that  has  the  potential  to  impair  the  ability  of  theSupplier  to  fulï¬ll  the  terms  and  conditions  of  this  Agreement  or  an  individual  Subcontract/Subaward/Contract,including but not limited to ï¬nancial, legal or any other situation which may prevent the Supplier from meeting itsobligations on the Agreement or an individual Subcontract/Subaward/Contract.",0.0,9.0,79,17,10,0,2,0,3,0
508,508,6691,3.15 PROTECTION OF THE WORK ,1.0,11.0,5,3,0,1,0,0,1,0
509,509,195,Account Number:417187-163 ,0.0,11.0,2,2,0,0,0,0,4,0
510,510,14622,9 Term and Termination,0.0,9.0,4,2,0,1,0,0,3,1
511,511,16101,"12.2  Qubit  shall  be  permitted  to  identify  Customer  as  a  Qubit  Customer  on  its  website  or  other  marketing  materials  and  accordingly,  Customerhereby grants to Qubit the right to use and display Customerâ€™s name, logo and/or any other identifying words or marks associated with Customer, inwhole or in part, and in any media for the sole purposes of identifying Customer as a customer of Qubit.",0.0,8.0,69,23,9,1,1,0,3,0
512,512,4239,SECTION 6 INSURANCE,1.0,12.0,3,2,0,1,0,0,1,1
513,513,4335,"In  the  event  that  one  or  more  of  the  provisions  of  this  Agreement  is  found  to  beunlawful, invalid or otherwise unenforceable, that / those provision(s) shall be deemed",0.0,11.0,33,5,8,1,0,0,3,0
514,514,7227,23) Miscellaneous Provisions,0.0,10.0,4,1,0,1,0,0,3,1
515,515,6391,7.11 The quality of service received whilst using the Mobile app will be dependent on the internet access and speed,0.0,10.0,20,7,3,1,0,0,3,0
516,516,6894,The Subcontractor's applications for payment shall be itemized,0.0,11.0,9,3,2,0,0,0,3,0
517,517,4173,SECTION 4 Proprietary Rights,1.0,12.0,4,3,0,1,0,0,3,1
518,518,12546,"11.3.  Counterparts.  This  Agreement  may  be  executed  in  any  number  of  counterparts,  each  of  which  will  bedeemed  an  original  and  all  of  which  taken  together  will  constitute  one  signed  agreement  between  theParties. Signatures may be transmitted by facsimile or electronic mail in PDF or another similar format andwill be deemed original.",0.0,10.0,56,12,10,2,4,1,3,0
519,519,14509,â€œTermâ€ ,1.0,9.0,1,1,0,0,0,0,3,0
520,520,4645,SECTION 14 TERM,1.0,9.0,3,2,0,1,0,0,1,1
521,521,600,"By and Between,  ",0.0,9.0,4,1,0,0,0,0,3,0
522,522,16894,"(a)  Licensee  shall  not  need  to  notify  Licensor  before  entering  the  Equipment  Space  to  perform  minormaintenance items,  such  as  adding/removing  a  cross  connect,  switching  a  card,  rebooting  ortroubleshooting a piece of equipment, replacing a failed piece of equipment with an equivalent piece of",0.0,9.0,49,14,9,0,0,0,3,0
523,523,8733,"Customer  proprietary  network  information  (â€œCPNIâ€)  is  information  about  the  quantity,  technicalconfiguration,  type,  destination,  location,  and  amount  of  use  of  the  CC  Service(s)  that  Masergy,  or  anyparty  on  behalf  of  Masergy,  may  provide  to  Customer.  Under  federal  regulations,  telecommunicationsproviders such as Masergy have an obligation to protect the confidentiality of CPNI. By executing a SalesAgreement  or  Service  Order  Form,  Customer  grants  permission  to  Masergy  to  use  Customerâ€™s  CPNI  toevaluate Masergyâ€™s existing CC Service(s) and new opportunities to serve Customers better. Masergy mayuse  Customerâ€™s  CPNI  to  identify  additional  communications  related  services  or  products  that  Customermay desire that will complement the CC Service(s) already provided to Customer.",0.0,12.0,128,54,11,0,4,1,3,0
524,524,3292,ARTICLE3 LIABILITIES,1.0,9.0,2,2,0,0,0,0,1,1
525,525,8788,1. DEFINITIONS,1.0,8.0,3,1,0,1,1,1,1,1
526,526,1757,"Subcontract/Subaward/Contract.  The  replacement  of individualSubcontract/Subaward/Contract shall not be considered a modiï¬cation to the Agreement, nor constitute a waiverof any rights or to grant relief from any stated obligations.",0.0,9.0,31,8,4,0,2,0,3,0
527,527,7859,"2.3 SUPP OR DEFERRAL RIGHTS â€“ with respect to any Services entirely on Sellerâ€™s Facilities, Buyer shall have the rightto request up to three (3) deferrals of the Scheduled Service Date; provided that, unless otherwise agreed by Seller,in no event may Buyer request a deferral of more than thirty (30) days in aggregate from the Scheduled Service Dateset  forth  in  the  initial  FOC  for  the  Service.  The  Supp  Charges  applicable  to  any  such  deferrals  of  the  ScheduledService Date are set forth in Sellerâ€™s Miscellaneous Price Schedule. With respect to any Services provided in wholeor  in  part  or  Third  Party  Facilities,  any  rights  of  Buyer  to  defer  the  Scheduled  Service  Date  and  any  associatedcharges shall be determined by Seller on an individual case basis.",0.0,10.0,136,54,11,4,3,0,3,0
528,528,9559,"c.  Customer  agrees  that  Endeavorâ€™s  damages  in  the  event  of  early  termination  will  be  diï¬ƒcult  or  impossible  toascertain,  and  that  the  charges  identiï¬ed  in  this  Section  are  intended,  therefore,  to  establish  liquidated  damages  in  the",0.0,8.0,38,11,6,0,0,0,3,0
529,529,3657,Ford-Werke GmbH,1.0,10.0,2,1,0,1,0,0,4,0
530,530,7489,25.0 Annual Maintenance and Support Fees,1.0,12.0,6,3,0,1,0,1,3,1
531,531,3233,"of whether such failure or malfunction was caused by the negligence, direct act or omission of Provider or agents or vendors that provide such Services on Providerâ€™s behalf.",0.0,7.0,30,11,3,0,1,0,3,0
532,532,9362,"be applied by Uptime for Services performed, or forhardware or materials, as may be applicable. Client acknowledges that a down payment will be required asfollows: (a) where Client purchases hardware or materials from Uptime, Client shall pay 100% of the cost of suchhardware or materials as a down payment; (b) where Client requests migration and setup Services, Client shallpay 100% of the cost of such migration and setup Services as a down payment, such down payment may bemade in 1 or 2 payments, as dictated by the Plan Documentation; and (c) for Services outside the scope ofcovered Services as set forth in corresponding Service Agreements, Client shall pay 100% of",0.0,10.0,130,42,15,5,1,0,3,0
533,533,641,18 Governing Law:,0.0,10.0,4,1,1,1,0,0,3,1
534,534,1060,4. Warranties,1.0,10.0,3,1,0,1,1,1,3,1
535,535,11718,â€œCommencement Dateâ€ ,1.0,9.0,2,2,0,0,0,0,3,0
536,536,7812,â€œClient Protectionâ€ shall mean a four fiber handoff between Seller and Buyer where the SONETequipment between two parties shall be configured with a unidirectional linear protect scheme.,0.0,10.0,28,9,3,2,1,0,3,0
537,537,15060,ERM AS SET FORTH IN THE ,0.0,8.0,6,6,0,0,0,0,1,0
538,538,6022,1.0 Definitions,1.0,10.0,2,1,0,1,0,1,3,0
539,539,3150,Exhibit B ,0.0,9.0,2,2,0,0,0,0,4,0
540,540,5167,IV. NULLITY,1.0,10.0,3,2,0,0,1,1,1,1
541,541,17083,"7.2 Assignment and Resale. Except for an assignment to an Aï¬ƒliate, neither party may assign its rights andobligations under this Agreement or any Customer Order or Service Schedule without the express prior writtenconsent of the other party, which will not be unreasonably withheld. This Agreement shall apply to anypermitted transferees or assignees, Notwithstanding any permitted assignment by Customer, Customer shallremain liable for the payment of all charges due under each Customer Order. Customer may resell the Serviceto third party â€œend usersâ€; provided that Customer agrees to indemnify, defend and hold Level 3 harmless fromclaims made against Level 3 by such end users.",0.0,9.0,112,37,14,3,4,0,3,0
542,542,13658,Entire  Agreement,1.0,10.0,2,2,0,0,0,0,4,0
543,543,14671,"11.4  each  Party  shall  (except  to  the  extent  referred  to  in  clause  11.3)  forthwith  cease  to  use,  either  directly  orindirectly,  any  Conï¬dential  Information,  and  shall  forthwith  return  to  the  other  Party  any  documents  in  itspossession  or  control  which  contain  or  record  any  Conï¬dential  Information  (where  this  is  reasonablypracticable); and",0.0,9.0,57,13,6,2,0,0,3,0
544,544,11158,")  business  day  after  mailing,  (iii)  the  second  (2",0.0,10.0,13,3,1,1,0,0,2,0
545,545,5002,: CPDC shall not publish any results from its performance of Services for,0.0,9.0,13,4,1,0,0,0,3,0
546,546,13442,"be used, 911 registered address for each applicable device, email address, contact phone number, credit cardinformation, and other data which may be necessary to administer Customerâ€™s UniVoIP account (&quot;Account&quot;)(collectively,  &quot;Enrollment  Data&quot;).  Customer  represents  and  warrants  that  the  information  you  provide  isaccurate,  current,  and  complete,  and  agrees  to  promptly  update  any  of  the  information  if  it  changes.  IfCustomer  provides  Enrollment  Data  that  is,  or  that  UniVoIP  suspects  to  be  false,  inaccurate,  not  current,incomplete,  fraudulent,  or  otherwise  unlawful,  UniVoIP  has  the  right,  in  its  sole  discretion,  to  suspend  orterminate the Services and refuse any and all current or future use of all Services to Customer, Customerâ€™sbusiness(es), aï¬€iliates and all users of Customer Account. At all times, Customer shall maintain and promptlyupdate Enrollment Data.",0.0,10.0,167,45,21,1,4,0,3,0
547,547,6999,capitalized terms shall have the following meanings:,0.0,11.0,8,2,2,0,0,0,2,0
548,548,8401,"WVF may terminate this Agreement, and/or any Service Order and Service to Customer, in whole or in part, or suspend the Service atany time upon: (a) Any failure of Customer to pay any undisputed amounts due hereunder â€“ after the Customer has received written notice from WVF: (b)Any breach by customer of any provision of this Agreement as amended from time to time or any Service Order; (c) Any governmental prohibition orrequired alteration of the Service provided hereunder or any violation of applicable law, rule or regulation by Customer; and (d) Any violation of any otherWVF policy, including those contained in WVFâ€™s Acceptable Use Policy for Data and Internet Products and Services. No such termination shall relieveCustomer of its obligations under this Agreement, or any Service Order, including without limitation, the obligation to make payments for the Serviceprovided prior to termination. The rights and obligations of the parties shall survive any such termination or other cancellation or expiration of thisAgreement or any Service Order:",0.0,7.0,188,66,17,0,2,0,3,0
549,549,3506,ARTICLE7 CONDITIONS FOR SERVICES AND PRODUCTS,1.0,10.0,6,6,0,0,0,0,1,1
550,550,9182,The Contractor certifies that it will:,0.0,11.0,7,2,0,0,0,0,3,0
551,551,1716,Section 1.16 ,1.0,10.0,2,1,0,1,0,0,3,0
552,552,1969,4.  i-Tech  On-Demand  Response  Time  Service  Levels ,1.0,10.0,7,5,0,1,0,1,3,1
553,553,338,"4.3. Should Company stop eï¬€orts related to development of the Materials for use in the treatment ofAngelman Syndrome, Company shall give FAST written notice within thirty (30 days) following the date of suchcessation.",0.0,10.0,38,12,6,2,2,1,3,0
554,554,5860,XVII. EFFECTIVE DATE,1.0,9.0,4,3,0,0,1,1,1,1
555,555,1962,1. IT Technical and Consulting Services,1.0,11.0,7,4,0,1,1,1,3,1
556,556,2414,7.  Scope  of  this  Personal  Data  Processing  Agreement  and  re-negotiation.,1.0,11.0,12,6,0,1,2,1,3,1
557,557,5810,XVI. IT Technical and Consulting Services,1.0,10.0,7,5,0,0,1,1,3,1
558,558,17047,"Service calculated from the eï¬€ective date of termination as (a) 100% of the remaining monthly recurringcharges that would have been incurred for the On-Net Service for months 1-12 of the Service Term, plus (b)50% of the remaining monthly recurring charges that would have been incurred for the On-Net Service formonths 13 through the end of the Service Term.",0.0,9.0,67,18,11,4,1,0,3,0
